Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	% GC content	Gene type
ENSG00000172349	15	81159575	81314058	43.65	protein_coding
ENSG00000169783	15	77613027	77820900	54.75	protein_coding
ENSG00000279628	15	20658900	20664970	30.46	TEC
ENSG00000247809	15	96110040	96327361	40.51	antisense
ENSG00000258590	15	20657638	20688408	31.39	transcribed_unprocessed_pseudogene
ENSG00000270789	15	32461666	32461809	52.08	processed_pseudogene
ENSG00000246283	15	42739118	42743202	39.46	lincRNA
ENSG00000257797	15	42006132	42010117	48.85	antisense
ENSG00000246740	15	41972763	41999094	49.53	antisense
ENSG00000259123	15	93837611	93852981	38.07	lincRNA
ENSG00000140506	15	74812716	74825758	56.54	protein_coding
ENSG00000166200	15	49106068	49155661	35.44	protein_coding
ENSG00000140519	15	89471398	89496613	52.20	protein_coding
ENSG00000259358	15	31765743	31768201	37.29	processed_pseudogene
ENSG00000277500	15	31787494	31787734	38.17	unprocessed_pseudogene
ENSG00000258476	15	93863109	93878356	37.64	lincRNA
ENSG00000261333	15	56071421	56071639	54.79	processed_pseudogene
ENSG00000259814	15	29609676	29611212	42.49	lincRNA
ENSG00000259773	15	50746709	50749829	35.89	antisense
ENSG00000258785	15	93900701	93984150	37.83	lincRNA
ENSG00000140548	15	90001392	90082206	50.70	protein_coding
ENSG00000259761	15	87042054	87047161	43.85	lincRNA
ENSG00000138614	15	65578753	65611289	40.67	protein_coding
ENSG00000259740	15	47525169	47527756	39.95	sense_intronic
ENSG00000260128	15	30572738	30600647	40.00	transcribed_unprocessed_pseudogene
ENSG00000259500	15	48971803	48973361	55.68	processed_pseudogene
ENSG00000128944	15	40382721	40394246	44.95	protein_coding
ENSG00000274102	15	22080527	22081659	41.66	protein_coding
ENSG00000270016	15	30607695	30608193	49.30	antisense
ENSG00000265942	15	49042341	49042643	52.15	misc_RNA
ENSG00000207197	15	25077051	25077142	35.87	snoRNA
ENSG00000259194	15	51367377	51369110	46.14	sense_intronic
ENSG00000201331	15	25211796	25211877	42.68	snoRNA
ENSG00000251209	15	97572185	97874550	38.64	lincRNA
ENSG00000153684	15	28378621	28392018	49.12	protein_coding
ENSG00000238489	15	20855251	20855357	43.93	snRNA
ENSG00000260159	15	28454660	28457783	67.89	unprocessed_pseudogene
ENSG00000273981	15	23165897	23166186	51.72	misc_RNA
ENSG00000237289	15	43593054	43604901	49.85	protein_coding
ENSG00000261365	15	28473322	28473448	37.01	unprocessed_pseudogene
ENSG00000260053	15	28506625	28508808	56.18	processed_pseudogene
ENSG00000222094	15	72045183	72045367	38.38	snRNA
ENSG00000259268	15	63456294	63469351	46.09	lincRNA
ENSG00000255302	15	48877886	48880183	41.64	protein_coding
ENSG00000200987	15	25225203	25225284	39.02	snoRNA
ENSG00000259601	15	59871511	59873495	41.11	processed_pseudogene
ENSG00000259587	15	35008469	35011191	42.01	lincRNA
ENSG00000199633	15	78091172	78091297	35.71	snoRNA
ENSG00000260660	15	75223412	75234014	58.88	unitary_pseudogene
ENSG00000169926	15	31326855	31435665	49.37	protein_coding
ENSG00000261460	15	72278867	72351794	46.47	antisense
ENSG00000156206	15	81007033	81149175	41.65	protein_coding
ENSG00000270919	15	80580029	80580566	52.79	antisense
ENSG00000260639	15	34394594	34394931	43.79	processed_pseudogene
ENSG00000279834	15	81060953	81063488	44.52	TEC
ENSG00000176454	15	34358618	34367278	52.47	protein_coding
ENSG00000258631	15	93589867	93760799	39.29	lincRNA
ENSG00000259330	15	40325216	40326715	42.13	antisense
ENSG00000271317	15	20004797	20004815	42.11	IG_D_gene
ENSG00000276651	15	63500737	63503083	47.38	lincRNA
ENSG00000259948	15	89201091	89201768	42.92	processed_pseudogene
ENSG00000259503	15	70321576	70326742	47.51	lincRNA
ENSG00000168781	15	43533462	43590253	44.61	protein_coding
ENSG00000258624	15	27340524	27340804	36.65	processed_pseudogene
ENSG00000260619	15	80990804	80993258	41.55	lincRNA
ENSG00000277782	15	80999593	80999981	47.56	lincRNA
ENSG00000140406	15	81000944	81005788	55.46	protein_coding
ENSG00000261244	15	77916522	77922019	53.87	lincRNA
ENSG00000259870	15	97876289	97878386	46.23	lincRNA
ENSG00000275345	15	90281858	90282270	39.71	lincRNA
ENSG00000186417	15	51341629	51408013	44.76	protein_coding
ENSG00000212550	15	45002864	45003028	49.70	snRNA
ENSG00000278222	15	23363272	23363561	52.07	misc_RNA
ENSG00000207105	15	48995912	48996022	39.64	misc_RNA
ENSG00000213578	15	74826547	74831802	53.39	protein_coding
ENSG00000183208	15	90233808	90245811	49.09	protein_coding
ENSG00000246863	15	39921042	39925880	41.23	lincRNA
ENSG00000260576	15	72041194	72041653	40.87	processed_pseudogene
ENSG00000188659	15	82262810	82284930	37.38	protein_coding
ENSG00000140577	15	90529925	90645345	44.02	protein_coding
ENSG00000272298	15	92699040	92724277	45.48	processed_transcript
ENSG00000259064	15	92627073	92627414	46.20	processed_pseudogene
ENSG00000138593	15	48988476	49046563	36.79	protein_coding
ENSG00000261143	15	77976042	77993057	61.54	transcribed_unprocessed_pseudogene
ENSG00000259407	15	85744109	85750281	48.91	antisense
ENSG00000259367	15	85619623	85670948	39.19	antisense
ENSG00000240366	15	75186651	75186968	46.54	processed_pseudogene
ENSG00000258562	15	92762757	92763750	47.79	processed_pseudogene
ENSG00000128973	15	68206992	68257211	47.26	protein_coding
ENSG00000276724	15	32583612	32584312	38.23	sense_intronic
ENSG00000262728	15	32586105	32615158	45.14	antisense
ENSG00000223509	15	32519848	32536926	39.96	transcribed_processed_pseudogene
ENSG00000259258	15	65105534	65105800	42.70	processed_pseudogene
ENSG00000259792	15	77993405	77995289	60.85	antisense
ENSG00000249271	15	65816302	65817481	48.90	processed_pseudogene
ENSG00000140612	15	84669538	84716716	42.41	protein_coding
ENSG00000260361	15	92779757	92781492	43.38	sense_intronic
ENSG00000137877	15	41848144	41894077	59.31	protein_coding
ENSG00000273749	15	22867052	22981063	48.83	protein_coding
ENSG00000255346	15	68930525	69062743	42.71	protein_coding
ENSG00000247728	15	30616998	30625773	41.21	antisense
ENSG00000260037	15	71818396	71823384	42.57	antisense
ENSG00000258965	15	25928146	25928575	41.16	processed_pseudogene
ENSG00000271616	15	28830619	28831182	43.44	processed_pseudogene
ENSG00000140470	15	99971589	100342005	46.62	protein_coding
ENSG00000137841	15	40278176	40307935	56.84	protein_coding
ENSG00000259499	15	44387320	44390451	42.59	lincRNA
ENSG00000258628	15	20228620	20277503	48.12	unprocessed_pseudogene
ENSG00000103888	15	80779343	80951776	47.03	protein_coding
ENSG00000166803	15	64364311	64387687	43.34	protein_coding
ENSG00000140262	15	56918623	57299281	37.17	protein_coding
ENSG00000207702	15	31065032	31065141	59.09	miRNA
ENSG00000259269	15	39472703	39481206	41.05	lincRNA
ENSG00000137875	15	52109263	52112775	52.23	protein_coding
ENSG00000156218	15	83654086	84039842	39.81	protein_coding
ENSG00000258540	15	91676771	91677060	51.72	processed_pseudogene
ENSG00000261702	15	67974391	67974625	43.40	processed_pseudogene
ENSG00000185518	15	91099950	91301309	42.50	protein_coding
ENSG00000248334	15	28737583	28759204	39.62	transcribed_unprocessed_pseudogene
ENSG00000259633	15	84255913	84256014	39.22	unprocessed_pseudogene
ENSG00000258761	15	92162798	92172436	45.18	antisense
ENSG00000277210	15	101522597	101524739	53.15	lincRNA
ENSG00000092470	15	43826963	43868419	41.87	protein_coding
ENSG00000274139	15	101495052	101495567	47.48	sense_intronic
ENSG00000282793	15	101527581	101528349	54.49	lincRNA
ENSG00000233917	15	21846329	21877703	36.64	protein_coding
ENSG00000235370	15	84398316	84411701	57.08	transcribed_unprocessed_pseudogene
ENSG00000278582	15	34520608	34521791	55.57	unprocessed_pseudogene
ENSG00000261232	15	76472099	76472365	49.06	processed_pseudogene
ENSG00000279091	15	97533738	97541476	38.31	TEC
ENSG00000261403	15	77954075	77963654	43.29	lincRNA
ENSG00000140386	15	76347904	76905444	37.70	protein_coding
ENSG00000270378	15	51351100	51351192	38.71	processed_pseudogene
ENSG00000178718	15	74954416	74957464	62.84	protein_coding
ENSG00000274383	15	64950916	64951435	41.92	antisense
ENSG00000275645	15	75346744	75347161	51.67	antisense
ENSG00000259609	15	84053113	84080097	37.48	unprocessed_pseudogene
ENSG00000259742	15	44914802	44930622	37.75	unprocessed_pseudogene
ENSG00000197696	15	84655129	84658563	56.33	protein_coding
ENSG00000259694	15	84171178	84173194	52.11	lincRNA
ENSG00000233041	15	40351033	40356434	53.00	protein_coding
ENSG00000242276	15	71063101	71063989	42.52	processed_pseudogene
ENSG00000259511	15	84172490	84182234	43.75	protein_coding
ENSG00000261820	15	75791470	75792683	56.59	unprocessed_pseudogene
ENSG00000259461	15	81117635	81118340	40.93	processed_pseudogene
ENSG00000258726	15	92281484	92282084	42.93	processed_pseudogene
ENSG00000176463	15	91853695	92172435	45.12	protein_coding
ENSG00000259890	15	30567822	30571089	54.56	unprocessed_pseudogene
ENSG00000137860	15	45252230	45277845	41.15	protein_coding
ENSG00000137815	15	41408408	41483563	45.65	protein_coding
ENSG00000167178	15	74100311	74138540	50.88	protein_coding
ENSG00000188501	15	66547179	66565979	44.82	protein_coding
ENSG00000104147	15	41309268	41332621	45.46	protein_coding
ENSG00000261265	15	57527187	57529009	46.74	lincRNA
ENSG00000259182	15	101168530	101170821	51.66	lincRNA
ENSG00000259218	15	89505277	89524034	40.85	lincRNA
ENSG00000140479	15	101297142	101525202	48.11	protein_coding
ENSG00000134146	15	35217345	35546193	36.45	protein_coding
ENSG00000169018	15	68277803	68295865	39.07	protein_coding
ENSG00000280709	15	21552795	21653276	36.18	lincRNA
ENSG00000281179	15	21717808	21718245	56.62	IG_V_gene
ENSG00000261191	15	36641186	36669097	36.28	antisense
ENSG00000140553	15	90930180	90954093	53.82	protein_coding
ENSG00000166947	15	43106225	43221283	42.90	protein_coding
ENSG00000140403	15	78264086	78282196	47.08	protein_coding
ENSG00000261375	15	32489267	32491586	55.13	unprocessed_pseudogene
ENSG00000261102	15	66414933	66415198	49.25	processed_pseudogene
ENSG00000259878	15	62230384	62231895	46.36	lincRNA
ENSG00000166104	15	62227896	62253235	47.31	transcribed_unprocessed_pseudogene
ENSG00000198690	15	30903852	30943108	42.55	protein_coding
ENSG00000260657	15	68267792	68277994	44.44	lincRNA
ENSG00000241890	15	75388267	75388828	49.29	processed_pseudogene
ENSG00000275636	15	40078892	40079347	37.72	lincRNA
ENSG00000259639	15	35939167	36252257	36.35	lincRNA
ENSG00000279665	15	50742702	50743276	46.43	TEC
ENSG00000168970	15	41828095	41848155	57.70	protein_coding
ENSG00000230373	15	84507885	84516814	49.46	transcribed_unprocessed_pseudogene
ENSG00000134160	15	31001061	31161273	43.98	protein_coding
ENSG00000243568	15	72134641	72135436	45.48	processed_pseudogene
ENSG00000140297	15	59594875	59640239	43.27	protein_coding
ENSG00000235420	15	70796597	70802688	46.86	transcribed_processed_pseudogene
ENSG00000259212	15	90595840	90596447	48.52	antisense
ENSG00000074621	15	65611366	65660995	44.73	protein_coding
ENSG00000104044	15	27754875	28099358	43.49	protein_coding
ENSG00000279192	15	24985053	24988232	35.82	TEC
ENSG00000273855	15	40285468	40285909	50.45	sense_intronic
ENSG00000279268	15	65226472	65226697	53.98	TEC
ENSG00000230459	15	77278465	77278774	47.74	processed_pseudogene
ENSG00000034053	15	28884483	29118315	48.63	protein_coding
ENSG00000103876	15	80152490	80186946	49.96	protein_coding
ENSG00000277561	15	22607540	22617854	53.17	transcribed_unprocessed_pseudogene
ENSG00000184206	15	84235773	84245368	48.06	protein_coding
ENSG00000259422	15	76174891	76181486	54.06	antisense
ENSG00000259471	15	66582190	66685794	49.90	lincRNA
ENSG00000157021	15	41163162	41164374	45.26	unprocessed_pseudogene
ENSG00000259477	15	57979716	57980646	55.32	processed_pseudogene
ENSG00000128829	15	39934146	40035591	40.17	protein_coding
ENSG00000256061	15	55410525	55508234	42.67	protein_coding
ENSG00000259550	15	54320731	54321565	45.87	processed_pseudogene
ENSG00000259651	15	58150275	58150563	38.75	processed_pseudogene
ENSG00000259293	15	58434890	58498735	46.43	antisense
ENSG00000277229	15	58454327	58454982	47.71	sense_intronic
ENSG00000177699	15	78978889	78985926	51.29	antisense
ENSG00000259277	15	28970196	28977464	37.28	antisense
ENSG00000259227	15	70602124	70602516	61.07	processed_pseudogene
ENSG00000259393	15	58967046	58967808	39.71	processed_pseudogene
ENSG00000169375	15	75369379	75455842	44.13	protein_coding
ENSG00000258712	15	21372793	21373881	43.07	processed_pseudogene
ENSG00000258767	15	21382383	21382842	57.17	processed_pseudogene
ENSG00000279639	15	21574225	21575207	43.34	unprocessed_pseudogene
ENSG00000259337	15	19972782	19973218	54.92	IG_V_pseudogene
ENSG00000277435	15	22690454	22691158	49.22	processed_pseudogene
ENSG00000259379	15	58152606	58154407	36.90	processed_pseudogene
ENSG00000259600	15	58151033	58152513	35.31	processed_pseudogene
ENSG00000168907	15	42139034	42156636	56.19	protein_coding
ENSG00000258684	15	21160305	21167357	42.49	unprocessed_pseudogene
ENSG00000259289	15	66931537	66956518	49.07	lincRNA
ENSG00000128917	15	40929340	40939072	57.10	protein_coding
ENSG00000275965	15	92634305	92634665	46.81	antisense
ENSG00000258741	15	92715710	92734195	42.04	transcribed_processed_pseudogene
ENSG00000235731	15	25484831	25578791	41.39	lincRNA
ENSG00000259619	15	54048588	54050876	39.71	processed_pseudogene
ENSG00000223628	15	25580969	25581122	39.61	processed_pseudogene
ENSG00000260406	15	43302096	43302772	49.04	antisense
ENSG00000225151	15	84199311	84230136	45.65	transcribed_unprocessed_pseudogene
ENSG00000261064	15	32536047	32587613	39.03	lincRNA
ENSG00000157890	15	65895079	66253747	48.98	protein_coding
ENSG00000062524	15	41503638	41513887	57.90	protein_coding
ENSG00000137766	15	54012904	54633414	36.05	protein_coding
ENSG00000212380	15	25264510	25264590	35.80	snoRNA
ENSG00000212511	15	36852640	36852859	42.73	snoRNA
ENSG00000207093	15	25070432	25070526	44.21	snoRNA
ENSG00000260174	15	30044455	30045296	65.56	processed_pseudogene
ENSG00000277467	15	30612724	30612960	54.43	misc_RNA
ENSG00000243027	15	50688900	50689193	53.40	misc_RNA
ENSG00000138592	15	50424380	50514419	39.77	protein_coding
ENSG00000283273	15	22714342	22717727	46.16	unprocessed_pseudogene
ENSG00000179362	15	45511136	45586290	43.47	transcribed_processed_pseudogene
ENSG00000279595	15	21148334	21152970	61.05	TEC
ENSG00000258883	15	21250180	21260147	31.24	unprocessed_pseudogene
ENSG00000137876	15	55180806	55197067	36.26	protein_coding
ENSG00000260916	15	55340032	55408510	40.36	protein_coding
ENSG00000254585	15	23643544	23647841	61.24	protein_coding
ENSG00000261529	15	25345633	25347235	37.99	sense_intronic
ENSG00000259917	15	34489002	34490571	56.31	unprocessed_pseudogene
ENSG00000259747	15	38671847	38689191	42.69	lincRNA
ENSG00000259389	15	39951375	39951708	45.51	processed_pseudogene
ENSG00000259731	15	38756552	38759413	37.04	lincRNA
ENSG00000136425	15	78104606	78131544	51.28	protein_coding
ENSG00000271763	15	92602910	92620015	50.57	antisense
ENSG00000259402	15	58815272	58817728	43.06	sense_intronic
ENSG00000225798	15	58889967	58894082	33.75	antisense
ENSG00000259738	15	58865006	58865303	71.81	processed_pseudogene
ENSG00000261684	15	42531867	42532840	37.68	antisense
ENSG00000137817	15	72241181	72272999	43.94	protein_coding
ENSG00000242793	15	26851132	26851610	40.08	processed_pseudogene
ENSG00000235518	15	26657030	26658763	41.75	lincRNA
ENSG00000256338	15	28315651	28316059	50.61	processed_pseudogene
ENSG00000261048	15	20890206	20890606	37.66	processed_pseudogene
ENSG00000254744	15	99970215	99974010	52.05	antisense
ENSG00000261554	15	20893383	20893980	43.31	processed_pseudogene
ENSG00000259470	15	70858714	70860162	56.73	processed_pseudogene
ENSG00000128731	15	28111040	28322152	43.74	protein_coding
ENSG00000258799	15	20901441	20901609	34.32	processed_pseudogene
ENSG00000128951	15	48331011	48343373	39.96	protein_coding
ENSG00000270831	15	20916686	20935658	36.09	unprocessed_pseudogene
ENSG00000261616	15	99139317	99145370	41.03	antisense
ENSG00000214265	15	24955034	25000276	38.54	protein_coding
ENSG00000259236	15	101771758	101781989	52.27	unprocessed_pseudogene
ENSG00000257151	15	25031873	25036490	34.45	lincRNA
ENSG00000270246	15	25041918	25042428	39.92	sense_intronic
ENSG00000259660	15	101751032	101794302	49.29	transcribed_unprocessed_pseudogene
ENSG00000173548	15	75647906	75662301	56.20	protein_coding
ENSG00000166855	15	65148219	65185342	40.00	protein_coding
ENSG00000188779	15	67819704	67834561	60.14	protein_coding
ENSG00000275709	15	45585757	45586304	40.69	lincRNA
ENSG00000259707	15	82691723	82692358	52.20	processed_pseudogene
ENSG00000280724	15	21514144	21567053	38.62	lincRNA
ENSG00000182974	15	21637909	21638992	41.79	protein_coding
ENSG00000159251	15	34788096	34796139	46.22	protein_coding
ENSG00000166797	15	64072559	64094018	41.73	protein_coding
ENSG00000140374	15	76215355	76311472	40.14	protein_coding
ENSG00000275995	15	81403026	81403570	32.84	lincRNA
ENSG00000259622	15	82010212	82010607	43.43	processed_pseudogene
ENSG00000103852	15	99136323	99251223	41.80	protein_coding
ENSG00000259616	15	61298791	61635449	40.22	lincRNA
ENSG00000259649	15	80896191	80909777	47.98	antisense
ENSG00000273923	15	95225326	95225864	30.98	lincRNA
ENSG00000248441	15	95209099	95327129	38.77	lincRNA
ENSG00000278840	15	26557598	26557937	29.41	sense_intronic
ENSG00000117899	15	80946289	80989878	45.39	protein_coding
ENSG00000260729	15	72284727	72375981	45.88	protein_coding
ENSG00000261652	15	55408548	55418764	42.35	protein_coding
ENSG00000225973	15	55317184	55319161	47.12	protein_coding
ENSG00000261821	15	74365435	74371211	50.98	antisense
ENSG00000103978	15	42210452	42273663	38.93	protein_coding
ENSG00000275527	15	74598919	74599397	55.32	lincRNA
ENSG00000239465	15	64631109	64631914	44.91	processed_pseudogene
ENSG00000277548	15	55346347	55346752	38.18	sense_intronic
ENSG00000260036	15	55442635	55443357	46.33	processed_pseudogene
ENSG00000276533	15	55288849	55289346	50.80	sense_intronic
ENSG00000069974	15	55202966	55319113	41.60	protein_coding
ENSG00000261747	15	30153933	30154110	51.69	unprocessed_pseudogene
ENSG00000258010	15	80433795	80445152	46.60	antisense
ENSG00000258954	15	91532891	91535095	39.00	lincRNA
ENSG00000259454	15	101887354	101887767	49.03	processed_pseudogene
ENSG00000279408	15	21651844	21653039	44.31	protein_coding
ENSG00000184056	15	90998416	91022603	46.83	protein_coding
ENSG00000259474	15	78480057	78481820	48.58	antisense
ENSG00000185596	15	101961603	101976543	54.04	transcribed_unprocessed_pseudogene
ENSG00000275771	15	101937591	101938470	38.07	processed_pseudogene
ENSG00000214013	15	42273233	42356935	40.50	protein_coding
ENSG00000137878	15	57591908	57714745	41.36	protein_coding
